"利用日","利用店名・商品名","利用者","支払区分","利用金額","手数料","支払総額","当月支払金額","翌月以降繰越金額"
"2021/2/22","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","3076","0","3076","3076","0"
"2021/2/22","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","226","0","226","226","0"
"2021/2/23","ﾍﾟｲﾍﾟｲ ｱｶﾁｬﾝﾎﾝﾎﾟ","本人*","1回","850","0","850","850","0"
"2021/2/23","ﾍﾟｲﾍﾟｲ ｳｴﾙｼｱｸﾞﾙｰﾌﾟ","本人*","1回","1518","0","1518","1518","0"
"2021/2/23","ﾍﾟｲﾍﾟｲ ｱｶﾁｬﾝﾎﾝﾎﾟ","本人*","1回","2397","0","2397","2397","0"
"2021/2/23","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","658","0","658","658","0"
"2021/2/23","ﾍﾟｲﾍﾟｲ ｳｴﾙｼｱｸﾞﾙｰﾌﾟ","本人*","1回","1188","0","1188","1188","0"
"2021/2/24","ﾍﾟｲﾍﾟｲ ﾌﾗﾜｰｼｮｯﾌﾟｹｰｱﾝ","本人*","1回","638","0","638","638","0"
"2021/2/25","ﾍﾟｲﾍﾟｲ ﾕﾆｸﾛ","本人*","1回","539","0","539","539","0"
"2021/2/25","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1917","0","1917","1917","0"
"2021/2/26","ﾍﾟｲﾍﾟｲ ｸﾘｴｲﾄｴｽﾃﾞｨｰ","本人*","1回","1183","0","1183","1183","0"
"2021/2/27","ﾍﾟｲﾍﾟｲ ﾄｳｷｭｳｽﾄｱ","本人*","1回","548","0","548","548","0"
"2021/2/28","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","761","0","761","761","0"
"2021/2/28","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","1928","0","1928","1928","0"
"2021/2/28","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1237","0","1237","1237","0"
